entry,example_de,translation,cefr
der Anspruch,Er hat einen Anspruch auf Entschädigung.,claim,B1
die Position,Die Position des Stuhls ist festgelegt.,position,A1
der Sport,Sport macht Spaß und hält fit.,sport,A1
das BGB,Das BGB regelt zivile Angelegenheiten.,civil code,
die Nachfrage,Die Nachfrage nach Tickets ist hoch.,demand,B1
blau,Das Meer leuchtet blau in der Sonne.,blue,A2
anschauen,Er schaute sich das Bild genau an.,to look at,A2
teuer,Der Schmuck war unglaublich teuer.,expensive,A1
die Medien,Die Medien berichten live vom Ort.,media,
richten,Er richtet den Blick nach vorn.,to direct,A1
das Institut,Das Institut forscht intensiv.,institute,B1
der Plan,Der Plan wurde sorgfältig ausgearbeitet.,plan,A1
immerhin,Immerhin haben wir es versucht.,after all,A2
das Tor,Das Tor fiel in der letzten Minute.,gate,B1
der Betrieb,Der Betrieb läuft reibungslos.,business,B1
komplex,Die Situation wird immer komplexer.,complex,B2
das Dorf,Das Dorf liegt idyllisch am See.,village,A1
eignen,Das Buch eignet sich für Anfänger.,to be suitable,B2
die Klasse,Die Klasse schreibt einen Test.,class,A1
eingehen,Er ging auf das Angebot nicht ein.,to address,A2
erlauben,Sie haben ihm erlaubt zu bleiben.,to allow,A1
treiben,Der Wind treibt die Wolken vor sich her.,to drive,B1
aufstehen,Er steht jeden Morgen früh auf.,to stand up,A1
der Absatz,Dieser Absatz muss überarbeitet werden.,section,B2
unterwegs,Er ist gerade unterwegs zur Arbeit.,on the way,B1
der Vertrag,Der Vertrag wurde gestern unterzeichnet.,contract,A2
der Ausdruck,Der Ausdruck passt perfekt zum Text.,term,B1
geraten,Er geriet in große Schwierigkeiten.,to get into,A1
toll,Der Ausflug zum See war wirklich toll.,great,A2
das Schweigen,Das Schweigen wurde unangenehm.,silence,B1
die Schwester,Die Schwester kochte das Essen.,sister,A1
der Chef,Der Chef lobte seine Mitarbeiter.,head,A1
greifen,Er greift nach dem letzten Stück Kuchen.,to take hold of,B1
das Risiko,Das Risiko wuchs mit der Zeit.,risk,B1
schwach,Er fühlt sich heute sehr schwach.,weak,A2
die Tabelle,Die Tabelle zeigt die Ergebnisse.,table,B1
ermöglichen,Die Technologie ermöglicht schnelles Lernen.,to enable,B1
der Freitag,Freitag ist mein Lieblingstag.,Friday,A2
der Hinweis,Der Hinweis war sehr hilfreich.,instruction,B1
der Vorteil,Der Vorteil liegt klar auf seiner Seite.,advantage,B1
das Protein,Protein ist wichtig für den Körper.,protein,C1
der Gewinn,Der Gewinn war unerwartet hoch.,profit,B1
grundsätzlich,Er machte einen grundsätzlichen Fehler.,fundamental,C1
der März,Der März bringt oft kaltes Wetter.,March,B2
wiederholen,Er wiederholt die Übung täglich.,to repeat,A1
die Ruhe,Die Ruhe im Raum war angenehm.,silence,B1
die Darstellung,Die Darstellung der Fakten war korrekt.,presentation,B1
ruhig,Das Meer war heute besonders ruhig.,quiet,A1
der Traum,Mein Traum in dieser Nacht war komisch.,dream,A2
behandeln,Der Arzt behandelt den Patienten.,to treat,B1
stets,Er blieb stets freundlich zu allen.,always,B1
aufhören,Er hört endlich auf zu rauchen.,to stop,A2
schützen,Er schützt seine Familie vor Gefahren.,to protect,B1
diskutieren,Sie diskutierten lange über das Thema.,to discuss,A2
die Ferse,Die Ferse schmerzt beim Gehen.,heel,B2
der Sprecher,Der Sprecher erklärte die Lage.,speaker,B2
der Lautsprecher,Der Lautsprecher spielt Musik.,loudspeaker,B1
produzieren,Die Fabrik produziert täglich Produkte.,to produce,B1
die Kritik,Die Kritik an seiner Arbeit war scharf.,criticism,B1
erneut,Die erneute Prüfung lief fehlerfrei.,again,B1
der Trainer,Der Trainer motivierte die Mannschaft.,coach,B1
der April,Im April blühen die ersten Blumen.,April,A2
melden,Sie meldete den Unfall der Polizei.,to report,B1
wiederum,Er antwortete wiederum höflich.,again,B2
das Opfer,Das Opfer wurde bald gefunden.,sacrifice,B1
hinaus,"Er ging hinaus, um Luft zu schnappen.",out,A2
vorhanden,Die vorhandenen Probleme wurden gelöst.,available,B2
der Westen,Der Westen der Stadt ist ruhiger.,west,A2
der Titel,Der Titel des Buches weckt Interesse.,title,A2
der Eindruck,Der erste Eindruck war äußerst positiv.,impression,B1
der Baum,Der Baum im Garten ist sehr alt.,tree,A1
lauten,"Die Antwort lautet: Ja, das ist korrekt.",to be (answer),A1
die Diskussion,Die Diskussion dreht sich im Kreis.,discussion,B1
hingegen,"Er ist klug, sein Bruder hingegen nicht.",on the other hand,B2
der Student,Der Student arbeitet und studiert.,student,A1
die Bevölkerung,Die Bevölkerung wächst schnell.,population,B1
der Finger,Der Finger blutet nach dem Schnitt.,finger,B1
die Grüne,Er engagiert sich für die Grüne.,the Greens,B1
total,Der totale Stillstand war unerwartet.,total,A2
der Abstand,Der Abstand zwischen den Autos wächst.,distance,B1
die Schulter,Er klopft ihm auf die Schulter.,shoulder,B1
die Maßnahme,Die Maßnahme zeigt bereits Wirkung.,measure,B2
das Band,Das Band reißt unter der Last.,ribbon,A2
darunter,Darunter lagen wichtige Dokumente.,under it,B1
diejenige,"Sie ist diejenige, die mir half.",the one (who,
der Wald,Wir haben im Wald viele Pilze gefunden.,forest,A2
die Insel,Die Insel ist nur per Boot erreichbar.,island,A2
der Schluss,Das ist der Schluss des Buches.,end,A1
anschließend,"Wir aßen, anschließend schliefen wir.",subsequent,B2
das Volk,Das Volk wählte einen neuen Anführer.,people,A1
kulturell,Die Stadt hat kulturelle Vielfalt.,cultural,A1
definieren,Er definierte die Begriffe präzise.,to define,B2
der September,September ist ein schöner Monat.,September,B1
der Beruf,Mein Beruf erfordert viel Verantwortung.,occupation,A1
der Ansatz,Der Ansatz war sehr vielversprechend.,approach,B2
nötig,Für den Job ist ein Abschluss nötig.,necessary,B1
herrschen,Der König herrschte viele Jahre.,to rule,A2
der Sieg,Nach einem langen Kampf kam der Sieg.,victory,B1
die Küche,Die Küche ist frisch renoviert worden.,kitchen,A1
verantwortlich,Er ist verantwortlich für das Projekt.,responsible,B1
täglich,Die tägliche Übung stärkte das Team.,daily,A2
der Montag,Am Montag beginnt die neue Woche.,Monday,A2
der Spaß,Der Ausflug hat allen viel Spaß gemacht.,fun,B1
herstellen,Die Firma stellt hochwertige Möbel her.,to produce,A2
überlegen,"Sie überlegen, ein Haus zu kaufen.",to consider,B1
der Mai,Im Mai feiern wir den Tag der Arbeit.,May,B1
umfassen,Das Buch umfasst viele Themen.,to include,C2
ernst,Er machte ein ernstes Gesicht.,serious,A1
der Roman,Der Roman wurde ein Bestseller.,novel,B1
der Januar,Der Januar bringt oft Schnee mit sich.,January,B2
neun,Neun Spieler fehlen beim Training.,nine,C2
kämpfen,Sie kämpfte tapfer gegen die Krankheit.,to fight,B1
jeweilig,Sie gingen zu ihren jeweiligen Häusern.,particular,C1
versprechen,"Er versprach, pünktlich zu sein.",to promise,B1
die Definition,Die Definition wurde im Text erläutert.,definition,B2
vollständig,Die Sammlung wird bald vollständig.,complete,B1
heben,Er hebt die Kiste vorsichtig an.,to lift,B1
der Rücken,Der Rücken schmerzt nach dem Training.,back,A2
existieren,Das Problem existiert seit Jahren.,to exist,A1
die Masse,Die Masse drängte zum Ausgang.,mass,B2
singen,Sie singt im Chor ihrer Schule.,to sing,A2
die Theorie,Die Theorie erwies sich als richtig.,theory,B1
der Inhalt,Der Inhalt passt in die Tasche.,content,B1
scheitern,Der Plan scheiterte an der Umsetzung.,to fail,B1
das Ereignis,Das Ereignis zog viele Zuschauer an.,event,B1
lediglich,Es war lediglich ein Missverständnis.,merely,B1
organisch,Organische Lebensmittel sind gesünder.,organic,B2
glücklich,Er ist glücklich über das Ergebnis.,happy,A1
der Rest,Ich habe den Rest des Essens aufbewahrt.,rest,A2
der Wunsch,Der Wunsch ging endlich in Erfüllung.,wish,A2
beschließen,Der Rat beschließt neue Regeln.,to decide,B1
dick,Er schnitt eine dicke Scheibe Brot ab.,thick,A2
riesig,Der Baum im Garten ist riesig.,huge,B1
heutig,Die heutige Situation ist schwierig.,present-day,B1
hallo,"Hallo, schön dich wiederzusehen!",hello,A1
das Museum,Das Museum zeigt antike Kunst.,museum,A2
die Farbe,Die Farbe an der Wand ist verblasst.,color,A1
zwölf,Zwölf Schüler bestanden die Prüfung.,twelve,
per,Die Kosten betragen 10 Euro per Meter.,by,B1
regelmäßig,Regelmäßige Pausen sind notwendig.,regular,B1
her,Vor einem Jahr kam ich nach Deutschland.,from (something),B1
wechseln,Er wechselt den Reifen selbst.,to change,A2
einstellen,Sie hat das Gerät korrekt eingestellt.,to adjust,B1
das Theater,Wir gehen heute Abend ins Theater.,theater,A2
der König,Der König regiert das Land streng.,king,B1
das Ohr,Das Ohr ist ein empfindliches Organ.,ear,A2
fördern,Der Verein fördert junge Talente.,to promote,B1
elektrisch,Das elektrische Auto fährt leise weiter.,electric,B1
der Aufbau,Der Aufbau dauert mehrere Stunden.,construction,C1
der Beitrag,Sein Beitrag war sehr wertvoll.,contribution,B1
der Februar,Der Februar ist der kürzeste Monat.,February,B2
durchführen,Er führte das Experiment präzise durch.,to carry out,A2
einfallen,Mir fällt gerade eine Idee ein.,to occur,B1
verletzen,Er verletzte sich beim Spielen schwer.,to injure,A1
die Kontrolle,Die Kontrolle fand gestern statt.,inspection,B1
die Macht,Er hat viel Macht in der Firma.,power,B2
die Mannschaft,Die Mannschaft gewinnt das Spiel.,crew,A2
entweder,Entweder du kommst oder nicht.,either,A1
behaupten,"Er behauptet, nichts gewusst zu haben.",to claim,B1
die Hoffnung,Die Hoffnung auf Frieden wächst.,hope,B1
die Verantwortung,Die Verantwortung liegt bei ihr.,responsibility,B1
schreien,Das Baby schrie die ganze Nacht.,to cry out,B1
andererseits,Andererseits konnte er nichts tun.,on the other hand,B1
der Besuch,Der Besuch im Museum war lehrreich.,visit,A2
hundert,Hundert Jahre sind eine lange Zeit.,hundred,B1
die Quelle,Die Quelle des Flusses liegt im Wald.,source,A2
typisch,Das Essen ist typisch für diese Region.,typical,A2
das Gebiet,Das Gebiet wurde neu erschlossen.,region,B1
die Behörde,Die Behörde genehmigte den Antrag.,department,B1
der Samstag,Der Markt findet jeden Samstag statt.,Saturday,A2
die Organisation,Die Organisation plant ein Event.,organization,B1
die Summe,Die Summe war höher als erwartet.,sum,B1
der Job,Er hat einen neuen Job gefunden.,job,A1
ausreichen,Das Geld reicht gerade so aus.,to be sufficient,B1
der Grad,Ein voller Kreis hat 360 Grad.,degree,A2
irgendein,Irgendein Buch lag auf dem Tisch.,some,A2
benutzen,Er benutzt täglich seinen Laptop.,to use,A1
irgendetwas,Er suchte irgendetwas Hilfreiches.,something,A1
teilweise,Das Wetter ist teilweise sonnig.,partly,B2
das Vertrauen,Das Vertrauen zwischen ihnen war stark.,trust,B1
das Jahrzehnt,Ein Jahrzehnt ist schnell vergangen.,decade,B2
der Wind,Der Wind weht stark über das Feld.,wind,A1
unmittelbar,Es gab unmittelbare Auswirkungen.,immediate,B2
der Bund,Der Bund der Staaten wurde gestärkt.,association,B2
extrem,Die extreme Hitze macht uns müde.,extreme,B1
das Merkmal,Sein auffälliges Merkmal war die Größe.,feature,C1
theoretisch,Er gab eine theoretische Erklärung.,theoretical,B1
ermitteln,Sie ermittelten in diesem Fall.,to find out,B1
der Papa,Mein Papa kocht heute das Abendessen.,daddy,A1
die Krankheit,Die Krankheit breitete sich schnell aus.,illness,A2
die Voraussetzung,Alle Voraussetzungen sind erfüllt.,condition,B1
töten,Er tötete das Ungeziefer schnell.,to kill,A1
formulieren,Er formulierte noch eine Frage.,to formulate,B2
die Substanz,Die Substanz löste sich im Wasser auf.,substance,B2
der Zeitpunkt,Der Zeitpunkt war gut gewählt.,moment,B1
wenigstens,Ich brauche wenigstens eine Stunde.,at least,A2
der Gang,Wir gingen langsam durch den Gang.,corridor,B1
der Politiker,Der Politiker hielt eine lange Rede.,politician,B1
die Unterstützung,Die Unterstützung kam zur rechten Zeit.,support,B1
hey,"Hey, warte doch bitte auf mich!",hey,A1
brechen,Er brach das Schweigen abrupt.,to break,B1
fassen,Er fasst die Tasse fest in der Hand.,to grab,B1
das Zentrum,Das Zentrum der Stadt ist immer belebt.,center,A2
anrufen,Er ruft seine Mutter jeden Abend an.,to call,A1
entfernen,Er entfernt den Fleck aus dem Hemd.,to remove,B1
der Juni,Der Juni ist mein Lieblingsmonat.,June,B1
die Haut,Die Haut spannte nach dem Sonnenbad.,skin,
verfolgen,Er verfolgt das Ziel mit Ehrgeiz.,to pursue,A1
gesellschaftlich,Gesellschaftliche Normen ändern sich.,social,B2
der Schutz,Der Schutz bewahrt vor Gefahren.,protection,B1
die Generation,Die jüngere Generation denkt anders.,generation,B1
chinesisch,Ich bestelle oft chinesisches Essen.,Chinese,B1
das Zeichen,Das Zeichen deutet auf Gefahr hin.,sign,B1
die Wahrheit,Die Wahrheit kam schließlich ans Licht.,truth,B1
der Haushalt,Der Haushalt wurde pünktlich erledigt.,household,A2
der Garten,Im Garten wachsen bunte Blumen.,garden,A1
hinten,Der Schlüssel liegt ganz hinten.,at/in the back,A1
auffallen,Er fällt durch sein lautes Lachen auf.,to stand out,A2
der Gegensatz,Im Gegensatz dazu steht seine Meinung.,opposite,B1
verteilen,Er verteilt die Flyer in der Stadt.,to distribute,B1
das Papier,Das Papier liegt auf dem Tisch.,paper,A1
physikalisch,Physikalische Gesetze gelten überall.,physical,C1
angesichts,Angesichts der Lage handelte er schnell.,in view of,B1
leise,Die Musik im Café ist angenehm leise.,quiet,A1
vermutlich,Er kommt vermutlich etwas später.,probably,A1
eindeutig,Wir brauchen eine eindeutige Erklärung.,clear,B1
heraus,Er ging heraus und schloss die Tür.,out,A1
falls,"Falls es regnet, bleiben wir drinnen.",in case,B1
erstmals,Er hat es erstmals ausprobiert.,for the first time,C1
der Partner,Er ist ein zuverlässiger Partner.,partner,A1
nachdenken,Er denkt über sein Leben nach.,to think about,B1
die Ausbildung,Er absolvierte eine umfassende IT-Ausbildung.,training,A2
der Wagen,Der Wagen steht in der Garage.,car,A2
das Schiff,Das Schiff legte langsam im Hafen an.,ship,A2
tausend,Tausend Leute kamen zum Konzert.,thousand,A2
die Tat,"Die Tat war mutig, aber gefährlich.",deed,B1
obere,Das obere Regal ist schwer erreichbar.,upper,
die Gleichung,Die Gleichung wurde korrekt gelöst.,equation,C1
der Stein,Der Stein lag schwer in der Hand.,rock,B1
kümmern,Er kümmert sich um die Kinder.,to take care of,A1
mittlere,Die mittlere Tür ist verschlossen.,middle,C2
erheben,Er erhebt Einspruch gegen das Urteil.,to raise,A2
die Erklärung,Die Erklärung überzeugt niemanden.,explanation,B1
das Konzept,Einvernehmlicher Sex ist ein zeitgemässes Konzept.,concept,B2
der Mittwoch,Mittwoch ist der dritte Tag der Woche.,Wednesday,B1
stören,Das laute Radio stört die Konzentration.,to disturb,A2
die Spur,Die Spur führte ins Ungewisse.,track,B1
berliner,Ich habe einen Berliner Dom besichtigt.,(of) Berlin,C1
die Herausforderung,Nicht lachen war eine Herausforderung.,challenge,B1
starten,Wir starten das Projekt morgen.,to start,B1
staatlich,Er besucht eine staatliche Schule.,state,B2
verbessern,Er verbesserte seine Leistung deutlich.,to improve,B1
heiß,Der Tee war zu heiß zum Trinken.,hot,A2
die Vergangenheit,Die Vergangenheit holte ihn wieder ein.,past,B1
das Gleichgewicht,Das Gleichgewicht ist leicht zu stören.,balance,B2
das Griechenland,Griechenland ist ein wunderschönes Land.,Greece,B2
das Maß,Das Maß der Dinge ist immer relativ.,measure,B2
abgeben,Er gibt das Paket bei der Post ab.,to give,A1
der Bericht,Der Bericht erläutert die aktuelle Lage.,report,B1
die Qualität,Die hohe Qualität gefällt den Kunden.,quality,A2
der Rand,Am Rand des Feldes stand ein Baum.,edge,B1
das Italien,Italien ist ein beliebtes Reiseziel.,Italy,B1
der Kern,Der Kern des Problems liegt tiefer.,seed,B2
der Winter,Der Winter brachte viel Schnee.,winter,A2
der Hintergrund,Der Hintergrund zeigt das Meer.,background,B1
das Amerika,Er träumt von einer Reise nach Amerika.,America,A1
geboren,Sie ist eine geborene Musikerin.,born,A1
gefährlich,Der Weg durch den Wald war gefährlich.,dangerous,A2
zwingen,"Er zwang sie, das Geheimnis zu verraten.",to force,A1
das Bier,Das Bier wurde nach Tradition gebraut.,beer,A1
ansprechen,Er spricht das Thema offen an.,to address,B1
komplett,Die Wohnung ist komplett renoviert.,complete,B1
die Forderung,Die Forderung nach Gerechtigkeit wuchs.,demand,B1
gelangen,Sie gelangten endlich ans Ziel.,to reach,B1
die Nachricht,Die Nachricht verbreitete sich schnell.,news,A2
sammeln,Er sammelt Briefmarken seit Jahren.,to collect,A2
ablehnen,Er lehnte das Angebot entschieden ab.,to refuse,B1
stoßen,Er hat den Tisch an die Wand gestoßen.,to bump,A2
aufstoßen,Er stößt die Tür mit Kraft auf.,to bump,C2
konstant,Die Geschwindigkeit blieb konstant.,constant,C1
der Oktober,Im Oktober beginnt der Herbst richtig.,October,B1
umgehen,Wie gehst du mit schwierigen Kunden um?,to treat,B1
angehen,Das Licht geht automatisch an.,to concern,A1
verlaufen,Die Verhandlungen verliefen wie geplant.,to proceed,A2
demnach,"Es ist kalt, demnach bleibt er drinnen.",therefore,C1
auftauchen,Ein Problem tauchte plötzlich auf.,to surface,A1
böse,Er war wirklich böse auf mich.,bad,A1
auslösen,Diese Handlung löste eine Reaktion aus.,to set off,A2
weitergehen,Das Gespräch geht ohne Pause weiter.,to go on,A2
abhängen,Alles hängt von seiner Entscheidung ab.,to depend,B1
die Geschwindigkeit,Die Geschwindigkeit wurde erhöht.,speed,B1
ideal,Ein Spaziergang wäre jetzt ideal.,ideal,B1
der Augenblick,Der Augenblick war unvergesslich.,moment,B1
reduzieren,Wir müssen die Kosten reduzieren.,to reduce,B1
die Maschine,Die Maschine lief ohne Probleme.,machine,A1
linear,Seine Argumentation war streng linear.,linear,C2
ausmachen,Wir haben einen neuen Plan ausgemacht.,to put out,A1
eintreten,Er trat leise in das Zimmer ein.,to enter,B1
beitreten,Er trat der Firma als neuer Partner bei.,join,B2
kritisch,Das Buch erhielt kritische Rezensionen.,critical,B1
äh,"Äh, ich habe den Faden verloren.",um,A1
das Wochenende,Das Wochenende verbrachte er am See.,weekend,A1
der Donnerstag,Am Donnerstag ist der große Termin.,Thursday,B1
die Saison,Die Saison beginnt im Frühling.,season,B1
der Forscher,Der Forscher entdeckte etwas Neues.,researcher,B2
gründen,Sie gründeten eine neue Firma.,to establish,B1
offensichtlich,Der Fehler war offensichtlich.,obvious,A1
das Teilchen,Ein Teilchen bewegt sich schnell.,particle,C1
genügen,"Das genügt, um alle zu versorgen.",to be sufficient,B1
schieben,Er schiebt das Fahrrad den Hügel hinauf.,to push,B1
der Computer,Der Computer wurde neu gestartet.,computer,A1
der Effekt,Der Effekt war sofort sichtbar.,effect,B2
abnehmen,Er nahm nach der Diät fünf Kilo ab.,to lose weight,B1
die Verteilung,Die Verteilung der Aufgaben war unfair.,distribution,C1
blicken,Sie blickte verträumt aus dem Fenster.,to look,A2
beitragen,Er trägt viel zur Diskussion bei.,to contribute,B2
die Anwendung,Die Anwendung des Programms ist leicht.,application,C1
zeichnen,Das Kind zeichnet ein buntes Bild.,to draw,A2
frisch,Das frische Brot duftet herrlich.,fresh,A2
meistens,Meistens sind die Straßen leer.,mostly,A2
erwähnen,Er hat die wichtigsten Punkte erwähnt.,to mention,A1
die Welle,Die Welle rollte langsam zum Strand.,wave,B2
die Nase,Die Nase lief ihm wegen der Erkältung.,nose,B1
vertreten,Er vertritt die Firma bei Konferenzen.,to represent,B1
dicht,Der dichte Nebel erschwert die Sicht.,thick,B1
der Soldat,Der Soldat marschiert im Gleichschritt.,soldier,A1
bereit,"Er war bereit, alles zu geben.",ready,B1
die Technik,Die Technik wurde ständig verbessert.,technology,B1
das Blatt,Ein gelbes Blatt fiel vom Baum.,sheet,A2
prägen,Diese Erfahrung prägte sein Leben.,to shape,B2
sozusagen,Er ist sozusagen der Experte hier.,so to speak,B1
der November,Der November war dieses Jahr mild.,November,B1
Schweizer,Schweizer Schokolade ist berühmt.,Swiss,B2
gesund,Bleib gesund und pass gut auf dich auf!,healthy,A2
danken,Er dankte ihr für die Unterstützung.,to thank,A1
der Fußball,Fußball ist der beliebteste Sport hier.,soccer,A1
der Umstand,Der Umstand war äußerst bedauerlich.,circumstance,A2
einladen,Er lädt seine Freunde zum Essen ein.,to invite,A1
das Kilogramm,Das Paket wiegt ein Kilogramm.,kilogram,C1
warm,Das Wasser im See ist angenehm warm.,warm,A2
die Integration,Integration erleichtert die Jobsuche.,integration,B1
der Nachbar,Der Nachbar hilft bei jedem Problem.,neighbor,A2
maximal,Die maximale Kapazität wurde erreicht.,maximum,B1
die Figur,Die Figur drehte sich langsam.,figure,B1
die Freude,"Seine Freude war groß, als er ankam.",joy,B1
offiziell,Die Entscheidung ist nun offiziell.,official,B1
außen,Die äußere Schicht schützt das Innere.,outside,B1
der Kreis,Der Kreis hat viele schöne Parks.,circle,B1
der Freundskreis,Er gehört zu unserem Freundeskreis.,circle,
nicken,Sie nickt zustimmend zu seinen Worten.,to nod,B2
digital,Meine Kamera macht digitale Fotos.,digital,B1
unbekannt,Der Täter blieb bisher unbekannt.,unknown,A2
das Gericht,Das Gericht sprach ein gerechtes Urteil.,court,A2
schätzen,Ich schätze deine Meinung sehr.,to estimate,B1
organisieren,Sie organisiert das Event jedes Jahr.,to organize,A2
der Aspekt,Dieser Aspekt wird oft ignoriert.,aspect,B2
verzichten,Sie haben auf Zucker verzichtet.,to do without,B1
bemerken,Er bemerkte den Fehler erst spät.,to notice,B1
der Kaffee,Er hat den Kaffee ohne Zucker getrunken.,coffee,A1
leid,Ich bin das Chaos wirklich leid.,(be) tired (of),A1
still,Die stille Nacht beruhigt die Nerven.,still,B1
leiten,Er leitet das Unternehmen seit Jahren.,to lead,B1
der Vertreter,Der Vertreter sprach im Namen der Firma.,representative,B1
die Statistik,Die Statistik zeigt klare Trends.,statistics,B1
die Heimat,Sie vermisst ihre Heimat sehr.,home,A1
der Milliliter,Das Glas fasst hundert Milliliter.,milliliter,C2
zurückkehren,Nach der Reise kehrte er zurück.,to return,A1
der Gegenstand,Der Gegenstand fällt vom Tisch.,object,B1
euer,Habt ihr euer Zimmer aufgeräumt?,your,A1
umsetzen,Er setzt den Plan erfolgreich um.,to implement,B2
betreiben,Er betreibt einen kleinen Blumenladen.,to proceed with,A2
die Zusammenarbeit,Die Zusammenarbeit fördert den Erfolg.,cooperation,B1
enden,Die Feier endete spät in der Nacht.,to end,A1
vielmehr,"Er ist kein Arzt, vielmehr ein Heiler.",rather,B2
konzentrieren,Ich kann mich nicht konzentrieren.,to concentrate,A1
landen,Das Flugzeug landet pünktlich.,to land,B1
der See,Der See glitzert im Sonnenlicht.,lake,A1
der Tourist,Der Tourist machte viele Fotos.,tourist,A2
die Konzentration,Die Konzentration war schwer zu halten.,concentration,B2
verbieten,Das Schild verbietet das Parken hier.,to forbid,B1
krank,"Er blieb zu Hause, weil er krank war.",sick,A1
die Fähigkeit,Seine Fähigkeit ist außergewöhnlich.,ability,B1
finanziell,Er steckt in einer finanziellen Notlage.,financial,B1
die Jugendliche,Die Jugendliche liest ein Buch.,adolescent,A1
das Netz,Das Netz war gestern sehr instabil.,net,B1
die Änderung,Die Änderung wurde sofort umgesetzt.,change,B1
abschließen,"Er schließt die Tür ab, bevor er geht.",to lock,A2
die Erkenntnis,Die Erkenntnis traf ihn plötzlich.,realization,B2
selbstverständlich,Es war eine selbstverständliche Geste.,natural,B1
erzeugen,Die Fabrik erzeugt viele Waren.,to produce,B1
die Ursache,Die Ursache des Unfalls bleibt unklar.,cause,B1
ursprünglich,Die ursprüngliche Idee kam wieder hoch.,original,B1
die Basis,Die Basis des Erfolgs ist harte Arbeit.,basis,B1
erzielen,Er erzielte den höchsten Punktestand.,to achieve,B2
die Forschung,Die Forschung bringt neue Erkenntnisse.,research,B1
schießen,Er schoss das Tor in der letzten Minute.,to shoot,B1
warnen,Der Lehrer warnte die Schüler.,to warn,B1
der Zentimeter,Das Buch ist zehn Zentimeter dick.,centimeter,B1
eröffnen,Er eröffnete das Geschäft am Wochenende.,to open,A2
die Ahnung,"Ich habe keine Ahnung, wo er ist.",suspicion,A2
ankündigen,Er kündigte seinen Besuch für morgen an.,to announce,B1
das Enzym,Das Enzym zerlegt Zucker in Moleküle.,enzyme,C1
individuell,Jeder hat eine individuelle Meinung.,individual,B1
intensiv,Das intensive Training entwickelt Kraft.,intensive,B1
die Bundesregierung,Die Bundesregierung tagt heute.,federal government,C2
begreifen,Sie begriff diese neue Idee sofort.,to understand,A2
die Szene,Die Szene war sehr dramatisch.,scene,B1
rasch,Sie traf eine rasche Entscheidung.,quick,B2
real,Wir befassen uns mit realen Problemen.,real,A2
die Abgeordnete,Die Abgeordnete kam zu spät an.,member of parliament,
verstärken,Die Brücke wurde kürzlich verstärkt.,to strengthen,B1
ausschließen,Er wurde aus dem Verein ausgeschlossen.,to exclude,B1
sinnvoll,Diese Investition wirkt sehr sinnvoll.,sensible,B1
der Bezug,Der Bezug zur Realität fehlt in Träumen oft.,reference,B1
der Dienstag,Am Dienstag treffen wir uns wieder.,Tuesday,B1
der Stand,Wir sind am Stand der Verhandlungen.,stand,B2
retten,Er rettete den Hund aus dem Wasser.,to save,B1
zwanzig,Zwanzig Minuten sind vergangen.,twenty,
der Club,Der Club hat viele Mitglieder.,club,A2
die Gewalt,Die Gewalt hat hier keinen Platz.,violence,B1
gucken,Er guckte neugierig durchs Fenster.,to look,B1
der Anschlag,Der Anschlag erschütterte die Stadt.,attack,B1
beeinflussen,Er beeinflusst die Meinung der Gruppe.,to influence,B1
riechen,Die Blume begann süß zu riechen.,to smell,A1
außerhalb,Außerhalb der Stadt ist es ruhiger.,outside,A2
begleiten,Er begleitete sie zum Bahnhof.,to accompany,B1
das Publikum,Das Publikum applaudiert begeistert.,public,B1
der Besucher,Der Besucher ging durch die Ausstellung.,visitor,B1
das Wachstum,Das Wachstum der Stadt war enorm.,growth,C1
aufgeben,Er gab das Rennen wegen eines Traumas auf.,to give up,B1
stolz,Er ist stolz auf seinen Erfolg.,proud,B1
der Verlust,Der Verlust war schwer zu ertragen.,loss,B1
begründen,Die Firma muss die Preiserhöhung begründen.,to justify,A2
streng,Strenge Vorschriften gelten für den Zugang.,strict,A2
die Ecke,An der Ecke steht ein alter Baum.,corner,A1
der Lauf,Im letzten Lauf gewann sie die Goldmedaille.,course,A1
der Artikel,Der Artikel wurde gut recherchiert.,article,A2
berühmt,Die Mona Lisa ist ein berühmtes Gemälde.,famous,A2
ersetzen,Wir ersetzen den defekten Motor sofort.,to replace,A2
die Wahrscheinlichkeit,Die Wahrscheinlichkeit für Regen steigt.,probability,B2
das Ausland,Er möchte im Ausland arbeiten.,foreign countries,A1
bayrisch,Die bayrische Küche verwendet oft Schmalz.,Bavarian,C2
diesmal,Diesmal werde ich nicht nachgeben.,this time,B1
das Gehirn,Das Gehirn steuert den Körper.,brain,A1
das Gebäude,Das Gebäude wurde durch das Feuer zerstört.,building,B1
langfristig,Langfristige Pläne sichern oft Erfolg.,long-term,C1
herzlich,Ihr herzliches Lachen erfüllte den Raum.,cordial,A1
sichern,Er sichert die Daten vor Verlust.,to secure,B1
das Material,Das Material bricht unter Druck.,material,B1
verbringen,Wir verbringen den Sommer am Meer.,to spend (time),B1
der Strom,Der Strom fiel für eine Stunde aus.,stream,B1
das Amt,Das Amt hat die Genehmigung erteilt.,office,B1
kritisieren,Er kritisierte den Vorschlag scharf.,to criticize,B1
vermitteln,Der Film vermittelt eine wichtige Botschaft.,to convey,B2
die Wirklichkeit,Die Wirklichkeit sieht anders aus.,reality,B1
die Union,Die Union diskutiert über neue Gesetze.,union,B2
