zusagen,Er hat die Einladung zugesagt.,to promise,B1
der Buchstabe,Der Buchstabe war kaum lesbar.,letter,A1
verdanken,Er verdankt seinen Erfolg harter Arbeit.,to owe,B1
vierzig,Vierzig Gäste kommen zur Feier.,forty,
der Vordergrund,Der Vordergrund des Bildes ist hell.,foreground,C2
der Reiz,Der Reiz des Abenteuers lockt.,stimulus,C1
verständlich,Die Anweisungen waren verständlich.,comprehensible,B1
der Wahlkampf,Der Wahlkampf war hart umkämpft.,election campaign,B2
flüssig,Benzin ist eine flüssige Substanz.,liquid,B2
der Sturm,Der Sturm wütete die ganze Nacht.,storm,B1
der Akteur,Der Akteur spielt die Hauptrolle.,player,C2
entnehmen,Er entnimmt das Buch aus dem Regal.,to take from,B2
räumen,Er räumt den Tisch nach dem Essen ab.,to clear,A2
konsequent,Er blieb in seinem Ansatz konsequent.,consistent,C2
bekämpfen,Die Feuerwehr bekämpft den Brand.,to fight,A2
das Gehalt,Das Gehalt wurde pünktlich überwiesen.,salary,A2
indes,Indes lief der Hund schon voraus.,meanwhile,C2
das Motto,Das Motto lautet “Gemeinsam stark.”,motto,B2
die Philosophie,Die Philosophie lehrt uns das Denken.,philosophy,B2
der Sender,Der Sender strahlt das Programm aus.,broadcasting station,B1
das Talent,Das Talent zum Singen ist selten.,talent,B1
extra,Er hat es extra für mich gemacht.,separately,B1
der Fleck,Der Fleck auf dem Hemd ist groß.,stain,B1
fressen,Der Hund fraß sein Futter schnell auf.,to eat,B1
die Klage,Die Klage wurde am Morgen eingereicht.,complaint,B1
anfangs,Anfangs war das Projekt sehr chaotisch.,initially,B1
die Beratung,Die Beratung dauert mehrere Stunden.,advice,B1
die Gestaltung,Die Gestaltung des Raumes ist modern.,design,C2
katholisch,Sie ist katholisch aufgewachsen.,Catholic,B2
merkwürdig,Sein Verhalten war wirklich merkwürdig.,strange,B1
bedecken,Der Schnee bedeckte die Dächer.,to cover,C1
die Kuh,Die Kuh graste friedlich auf der Wiese.,cow,A2
verknüpfen,Sie haben die Ereignisse verknüpft.,to tie,C1
drüben,Drüben liegt das alte Schloss.,over there,A2
erschießen,Der Polizist erschoss den Täter.,to shoot,A1
der Nutzer,Der Nutzer meldet ein Problem.,user,C2
die Stabilität,Die Stabilität gewährleistet Sicherheit.,stability,C1
verringern,Er verringerte die Ausgaben drastisch.,to reduce,B2
juristisch,Die juristische Lage ist unklar.,legal,B2
peinlich,Peinliche Stille breitete sich aus.,embarrassing,B1
die Anstrengung,Die Anstrengung hat sich gelohnt.,effort,B2
der Nationalsozialist,Der Nationalsozialist hielt eine Rede.,National Socialist,C2
rechtfertigen,Er rechtfertigt seine Handlungen.,to justify,B1
das Zitat,Das Zitat stammt von einem Dichter.,quotation,B2
die Anpassung,Die Anpassung der Regeln war nötig.,adaptation,B2
kaputt,Das Fahrrad war völlig kaputt.,broken,A1
die Menschheit,Die Zukunft der Menschheit ist ungewiss.,humanity,A2
die Note,"Die Note motivierte ihn, weiterzulernen.",note,A2
seufzen,"Er seufzt tief, als er das hörte.",to sigh,A1
die Achtung,Sie erwarb die Achtung ihrer Kollegen.,respect,A1
ausgleichen,Sie hat die Konten ausgeglichen.,to even out,B2
der Pilot,Der Pilot startet das Flugzeug.,pilot,A2
die Vereinbarung,Die Vereinbarung wurde getroffen.,agreement,B1
aufbrechen,Er brach die Tür mit Gewalt auf.,to leave,B1
das Labor,Das Labor untersuchte die Proben.,laboratory,A2
voraussetzen,Die Aufgabe setzt Vorwissen voraus.,to presuppose,B2
divers,Die diverse Gruppe diskutierte lebhaft.,diverse,C2
der Höhepunkt,Der Höhepunkt war das Abschlusskonzert.,highlight,B2
die Wiese,Die Wiese war grün und blühend.,meadow,B1
die Anerkennung,Die Anerkennung seiner Arbeit war groß.,recognition,B2
ausgeprägt,Sie hat ein ausgeprägtes Talent gezeigt.,distinct,C1
die Autobahn,Die Autobahn war stark befahren.,expressway,A1
die Formulierung,Die Formulierung klingt präzise.,formulation,C1
die Berücksichtigung,The consideration reduces risks.,consideration,C2
dementsprechend,Er verhielt sich dementsprechend.,accordingly,C2
der Schreck,Der Schreck fuhr ihm in die Glieder.,fright,B1
das Weihnachten,Weihnachten ist das Fest der Familie.,Christmas,A1
der Anschluss,Der Anschluss funktioniert einwandfrei.,connection,A1
entziehen,Sie haben ihn aus dem Team entzogen.,to take away,B2
die Reduktion,Die Reduktion der Kosten war nötig.,reduction,C2
das Schwein,Das Schwein im Stall grunzt laut.,pig,A2
sofern,"Sofern es regnet, bleiben wir drinnen.",provided that,B2
anstreben,Sie strebt täglich nach Erfolg an.,to aim at,C1
beklagen,Er beklagt sich über den Lärm.,to complain,B2
einigen,Sie einigten sich auf einen Plan.,to unite,A2
die Freundschaft,Die Freundschaft hielt ein Leben lang.,friendship,B1
die Hütte,Die Hütte bot Schutz vor dem Sturm.,hut,B1
der Mantel,Er zog den Mantel bei Regen an.,coat,A2
die Prognose,Die Prognose stimmt oft nicht.,prognosis,C1
zugehörig,Er fühlte sich der Gruppe zugehörig.,belonging,C2
analytisch,Er hat eine analytische Denkweise.,analytic,C2
das Anliegen,Das Anliegen wurde vorgebracht.,request,B2
locker,Die Atmosphäre war sehr locker.,loose,B1
sonstig,Er erledigte sonstige Aufgaben.,other,C1
abwarten,"Er wartet ab, was passieren wird.",to wait,B1
bitter,Die bittere Wahrheit kam ans Licht.,bitter,A1
permanent,Er hat jetzt eine permanente Stelle.,permanent,C1
das Abkommen,Das Abkommen wurde ratifiziert.,agreement,B2
die Abstimmung,Effektive Abstimmung sparte Ressourcen.,vote,B2
der Geschmack,Der Geschmack der Suppe ist einzigartig.,taste,B1
nachfolgend,Der nachfolgende Tag war ruhig.,following,C2
nachfolgen,Die Schüler folgen dem Lehrer nach.,to follow,C2
neigen,Er hat sich an die Wand geneigt.,to bend,B2
die Rente,Er genießt seine wohlverdiente Rente.,pension,B1
das Taxi,Das Taxi bringt uns direkt zum Hotel.,taxi,A1
vorhin,Vorhin habe ich ihn noch gesehen.,a short time ago,B1
die Zusammenfassung,Die Zusammenfassung war prägnant.,summary,C1
die Disziplin,Disziplin ist wichtig im Sport.,discipline,B2
der Aufstieg,Der Aufstieg auf den Berg war mühsam.,climb,B2
keinerlei,Er zeigte keinerlei Interesse.,no ... at all,B1
der Mond,Der Mond scheint hell am Himmel.,moon,B1
professionell,Professionelle Berater bieten Lösungen.,professional,B1
